,date,open,high,low,close,volume,stock_name,%_change,change
63,2025-02-06,39400,39850,39200,39500,6527700,CTG,0.38,150.0
64,2025-02-07,39500,41200,39250,40800,14973700,CTG,3.29,1300.0
65,2025-02-10,40800,41100,40050,40300,9535800,CTG,-1.23,-500.0
66,2025-02-11,40350,40900,40150,40700,7621400,CTG,0.99,400.0
67,2025-02-12,40700,40800,40400,40500,4835000,CTG,-0.49,-200.0
68,2025-02-13,40300,41300,40300,40850,6945200,CTG,0.86,350.0
69,2025-02-14,41000,41350,40500,40550,5515600,CTG,-0.73,-300.0
70,2025-02-17,40500,40650,40150,40150,5951900,CTG,-0.99,-400.0
71,2025-02-18,40150,41000,40050,40300,6539300,CTG,0.37,150.0
72,2025-02-19,40550,40950,40450,40500,6136000,CTG,0.5,200.0
73,2025-02-20,41050,41050,40450,40850,5265200,CTG,0.86,350.0
74,2025-02-21,40850,41500,40500,41500,7710600,CTG,1.59,650.0
75,2025-02-24,41500,41950,41350,41900,6764800,CTG,0.96,400.0
76,2025-02-25,41950,42100,41400,41850,5728900,CTG,-0.12,-50.0
77,2025-02-26,41800,41800,41100,41350,9430900,CTG,-1.19,-500.0
78,2025-02-27,41250,41550,40850,41500,6079700,CTG,0.36,150.0
79,2025-02-28,41300,41600,41000,41500,5529300,CTG,0.0,0.0
80,2025-03-03,41200,41250,40850,41250,7674500,CTG,-0.6,-250.0
81,2025-03-04,41000,41800,40800,41600,7443800,CTG,0.85,350.0
82,2025-03-05,41600,42250,41150,41200,7812100,CTG,-0.96,-400.0
83,2025-03-06,41400,41750,41200,41650,5639200,CTG,1.09,450.0
84,2025-03-07,41700,42400,41650,42400,10858900,CTG,1.8,750.0
85,2025-03-10,42700,42700,42100,42450,9163000,CTG,0.12,50.0
86,2025-03-11,42000,42600,41800,42600,6943500,CTG,0.35,150.0
87,2025-03-12,42800,43300,42300,42650,9350500,CTG,0.12,50.0
88,2025-03-13,42700,42700,42150,42300,7914900,CTG,-0.82,-350.0
89,2025-03-14,42050,42300,41800,42300,7787700,CTG,0.0,0.0
90,2025-03-17,42300,42600,42200,42600,3459900,CTG,0.71,300.0
91,2025-03-18,42900,42900,41950,42000,5406700,CTG,-1.41,-600.0
92,2025-03-19,41900,42000,41400,41550,8668600,CTG,-1.07,-450.0
93,2025-03-20,41550,41800,41000,41600,8810000,CTG,0.12,50.0
94,2025-03-21,41600,41650,41050,41650,7361100,CTG,0.12,50.0
95,2025-03-24,41400,41800,41100,41800,6851700,CTG,0.36,150.0
96,2025-03-25,41950,42300,41700,42300,5036300,CTG,1.2,500.0
97,2025-03-26,42250,42450,41600,41750,5469500,CTG,-1.3,-550.0
98,2025-03-27,41400,41750,41250,41600,3508800,CTG,-0.36,-150.0
99,2025-03-28,41500,41550,41150,41350,4092900,CTG,-0.6,-250.0
100,2025-03-31,41200,41450,40900,41450,4619700,CTG,0.24,100.0
101,2025-04-01,41650,41850,41050,41850,4737500,CTG,0.97,400.0
102,2024-11-01,19630,19670,19330,19630,8910800,HSG,,
103,2024-11-04,19480,19720,19330,19380,4771800,HSG,-1.27,-250.0
104,2024-11-05,19480,19630,19380,19430,2742500,HSG,0.26,50.0
105,2024-11-06,19530,19820,19530,19770,3652800,HSG,1.75,340.0
106,2024-11-07,19920,20010,19670,19720,3287400,HSG,-0.25,-50.0
107,2024-11-08,19720,19920,19580,19630,5626100,HSG,-0.46,-90.0
108,2024-11-11,19530,19920,19430,19720,5833100,HSG,0.46,90.0
109,2024-11-12,19920,19920,19530,19580,3682800,HSG,-0.71,-140.0
110,2024-11-13,19480,19580,19240,19380,6642100,HSG,-1.02,-200.0
111,2024-11-14,19380,19430,18460,18560,12265500,HSG,-4.23,-820.0
112,2024-11-15,18560,18560,17780,17880,11664600,HSG,-3.66,-680.0
113,2024-11-18,17880,18170,17680,18020,5872100,HSG,0.78,140.0
114,2024-11-19,18070,18270,17830,17830,3865700,HSG,-1.05,-190.0
115,2024-11-20,17680,18360,17630,18120,5426700,HSG,1.63,290.0
116,2024-11-21,18270,18270,17970,18270,3127900,HSG,0.83,150.0
117,2024-11-22,18220,18510,18170,18270,4651400,HSG,0.0,0.0
118,2024-11-25,18360,18360,18170,18220,3556500,HSG,-0.27,-50.0
119,2024-11-26,18220,18510,18220,18460,4073600,HSG,1.32,240.0
120,2024-11-27,18510,18510,18220,18360,3321100,HSG,-0.54,-100.0
121,2024-11-28,18460,18560,18360,18460,4203100,HSG,0.54,100.0
122,2024-11-29,18460,18510,18310,18460,4214500,HSG,0.0,0.0
123,2024-12-02,18510,18610,18360,18460,2967700,HSG,0.0,0.0
124,2024-12-03,18510,18510,18120,18120,5077900,HSG,-1.84,-340.0
125,2024-12-04,18170,18170,17680,17730,7666000,HSG,-2.15,-390.0
126,2024-12-05,17730,18460,17050,18270,13894400,HSG,3.05,540.0
127,2024-12-06,18270,18410,18070,18120,3983500,HSG,-0.82,-150.0
128,2024-12-09,18170,18560,18070,18360,8212700,HSG,1.32,240.0
129,2024-12-10,18410,18700,18410,18460,7310500,HSG,0.54,100.0
130,2024-12-11,18460,18610,18270,18310,3810100,HSG,-0.81,-150.0
131,2024-12-12,18270,18410,18220,18220,3538900,HSG,-0.49,-90.0
132,2024-12-13,18220,18220,17880,17880,4199000,HSG,-1.87,-340.0
133,2024-12-16,17780,18020,17780,17970,3319400,HSG,0.5,90.0
134,2024-12-17,17930,18020,17680,17880,3859500,HSG,-0.5,-90.0
135,2024-12-18,17880,18410,17880,18410,5539700,HSG,2.96,530.0
136,2024-12-19,18120,18410,18070,18410,5310200,HSG,0.0,0.0
137,2024-12-20,18410,18410,18220,18220,2418600,HSG,-1.03,-190.0
138,2024-12-23,18170,18360,18020,18120,3524800,HSG,-0.55,-100.0
139,2024-12-24,18120,18120,17780,18120,4350300,HSG,0.0,0.0
140,2024-12-25,18020,18460,18020,18410,5786300,HSG,1.6,290.0
141,2024-12-26,18410,18410,18220,18410,2363400,HSG,0.0,0.0
142,2024-12-27,18360,18410,18170,18270,3931500,HSG,-0.76,-140.0
143,2024-12-30,18270,18270,18020,18170,2081200,HSG,-0.55,-100.0
144,2024-12-31,18170,18170,17930,17930,3222100,HSG,-1.32,-240.0
145,2025-01-02,17930,18120,17930,18120,1628200,HSG,1.06,190.0
146,2025-01-03,18070,18070,17680,17680,4211400,HSG,-2.43,-440.0
147,2025-01-06,17680,17830,17150,17290,4663400,HSG,-2.21,-390.0
148,2025-01-07,17290,17390,17000,17290,3808500,HSG,0.0,0.0
149,2025-01-08,17200,17540,17150,17540,2061200,HSG,1.45,250.0
150,2025-01-09,17540,17540,17150,17200,1928400,HSG,-1.94,-340.0
151,2025-01-10,17340,17340,16660,16660,3239300,HSG,-3.14,-540.0
152,2025-01-13,16660,16910,16570,16910,2599200,HSG,1.5,250.0
153,2025-01-14,16810,16950,16610,16610,1458600,HSG,-1.77,-300.0
154,2025-01-15,16610,17290,16610,17050,4948700,HSG,2.65,440.0
155,2025-01-16,17100,17250,16810,16810,2819100,HSG,-1.41,-240.0
156,2025-01-17,16810,17000,16760,17000,2723900,HSG,1.13,190.0
157,2025-01-20,17000,17150,16950,17050,2145800,HSG,0.29,50.0
158,2025-01-21,16910,17050,16710,16860,2023100,HSG,-1.11,-190.0
159,2025-01-22,16860,16910,16610,16610,2640900,HSG,-1.48,-250.0
160,2025-01-23,16570,16910,16570,16910,1830900,HSG,1.81,300.0
161,2025-01-24,16910,16950,16710,16950,2506200,HSG,0.24,40.0
162,2025-02-03,16910,17290,16860,17100,4575700,HSG,0.88,150.0
163,2025-02-04,17250,17490,17150,17390,5280500,HSG,1.7,290.0
164,2025-02-05,17390,17540,17340,17390,4158300,HSG,0.0,0.0
165,2025-02-06,17440,17490,17200,17250,3266400,HSG,-0.81,-140.0
166,2025-02-07,17290,17390,17200,17200,2804100,HSG,-0.29,-50.0
167,2025-02-10,17050,17100,16420,16420,13198800,HSG,-4.53,-780.0
168,2025-02-11,16230,16520,16129,16270,8571400,HSG,-0.91,-150.0
169,2025-02-12,16470,16470,16129,16230,2566700,HSG,-0.25,-40.0
170,2025-02-13,16420,16420,16180,16180,2052800,HSG,-0.31,-50.0
171,2025-02-14,16230,16660,16230,16520,5277900,HSG,2.1,340.0
172,2025-02-17,16520,16570,16420,16520,2338400,HSG,0.0,0.0
173,2025-02-18,16520,16860,16520,16760,5090900,HSG,1.45,240.0
174,2025-02-19,16760,16810,16610,16810,3273000,HSG,0.3,50.0
175,2025-02-20,16860,17290,16860,17050,8637000,HSG,1.43,240.0
176,2025-02-21,17000,17100,16860,17050,3358000,HSG,0.0,0.0
177,2025-02-24,17680,17730,17290,17390,11065900,HSG,1.99,340.0
178,2025-02-25,17490,17490,17150,17250,4541000,HSG,-0.81,-140.0
179,2025-02-26,17490,17630,17390,17390,8748800,HSG,0.81,140.0
180,2025-02-27,17390,18610,17290,18610,33688400,HSG,7.02,1220.0
181,2025-02-28,18650,18750,18310,18510,8658000,HSG,-0.54,-100.0
182,2025-03-03,18560,18560,18120,18360,8293600,HSG,-0.81,-150.0
183,2025-03-04,18220,18410,18020,18170,8237900,HSG,-1.03,-190.0
184,2025-03-05,18120,18310,17780,17780,6322700,HSG,-2.15,-390.0
185,2025-03-06,17970,18410,17780,18410,7748900,HSG,3.54,630.0
186,2025-03-07,18410,18460,18170,18270,5992700,HSG,-0.76,-140.0
187,2025-03-10,18310,18360,18070,18170,5036900,HSG,-0.55,-100.0
188,2025-03-11,17830,18510,17830,18510,10075800,HSG,1.87,340.0
189,2025-03-12,18560,18650,18220,18360,6125300,HSG,-0.81,-150.0
190,2025-03-13,18460,18800,18120,18310,10326600,HSG,-0.27,-50.0
191,2025-03-14,18310,18360,18070,18170,4785300,HSG,-0.76,-140.0
192,2025-03-17,18270,18510,18120,18310,5415000,HSG,0.77,140.0
193,2025-03-18,18510,18650,17780,17780,11525900,HSG,-2.89,-530.0
194,2025-03-19,17630,17780,17200,17200,10948800,HSG,-3.26,-580.0
195,2025-03-20,17200,17440,17100,17340,5447800,HSG,0.81,140.0
196,2025-03-21,17340,17440,17150,17200,3203500,HSG,-0.81,-140.0
197,2025-03-24,17390,17390,17000,17250,3927600,HSG,0.29,50.0
198,2025-03-25,17290,17490,17200,17390,3969000,HSG,0.81,140.0
199,2025-03-26,17390,17630,17290,17490,4905600,HSG,0.58,100.0
200,2025-03-27,17490,17590,17200,17250,2995900,HSG,-1.37,-240.0
201,2025-03-28,17250,17290,16810,16910,5759700,HSG,-1.97,-340.0
202,2025-03-31,16760,16910,16710,16710,3959800,HSG,-1.18,-200.0
203,2025-04-01,16910,17250,16760,17100,3612200,HSG,2.33,390.0
204,2024-11-01,46490,46580,45590,45590,995700,CMG,,
205,2024-11-04,45500,46310,45050,46220,670600,CMG,1.38,630.0
206,2024-11-05,45680,46220,45500,45500,594100,CMG,-1.56,-720.0
207,2024-11-06,46040,46220,45770,46130,525600,CMG,1.38,630.0
208,2024-11-07,46760,49280,46310,47750,4189100,CMG,3.51,1620.0
209,2024-11-08,48200,49730,47930,48380,4892300,CMG,1.32,630.0
210,2024-11-11,49190,51710,49190,51710,7476900,CMG,6.88,3330.0
211,2024-11-12,52700,52970,50900,52610,2817800,CMG,1.74,900.0
212,2024-11-13,51800,52970,51350,52970,2996400,CMG,0.68,360.0
213,2024-11-14,53150,53600,50630,51350,2624800,CMG,-3.06,-1620.0
214,2024-11-15,50630,52700,49280,52160,4614000,CMG,1.58,810.0
215,2024-11-18,52160,52250,50450,51980,1616500,CMG,-0.35,-180.0
216,2024-11-19,52160,52160,48380,48380,3051300,CMG,-6.93,-3600.0
217,2024-11-20,47750,48560,45500,48470,2752500,CMG,0.19,90.0
218,2024-11-21,48470,48650,47300,48650,1049900,CMG,0.37,180.0
219,2024-11-22,49010,50000,47840,48020,2129900,CMG,-1.29,-630.0
220,2024-11-25,47480,48200,46490,47570,2205500,CMG,-0.94,-450.0
221,2024-11-26,47480,48290,46850,48020,1732100,CMG,0.95,450.0
222,2024-11-27,47930,49280,47570,48650,2365300,CMG,1.31,630.0
223,2024-11-28,49100,50000,48470,49010,2215200,CMG,0.74,360.0
224,2024-11-29,49190,51800,49190,51170,3612300,CMG,4.41,2160.0
225,2024-12-02,51980,51980,50270,50720,1717700,CMG,-0.88,-450.0
226,2024-12-03,50810,53780,50630,52520,4352000,CMG,3.55,1800.0
227,2024-12-04,52520,52520,50900,50900,2940000,CMG,-3.08,-1620.0
228,2024-12-05,50990,52070,50090,51350,3679000,CMG,0.88,450.0
229,2024-12-06,52790,53510,51710,52160,2863800,CMG,1.58,810.0
230,2024-12-09,52610,52700,50990,51080,2717300,CMG,-2.07,-1080.0
231,2024-12-10,51080,51440,50090,50990,2964300,CMG,-0.18,-90.0
232,2024-12-11,51260,52610,50990,51350,2240000,CMG,0.71,360.0
233,2024-12-12,51440,51890,50180,50180,2565600,CMG,-2.28,-1170.0
234,2024-12-13,49820,50090,48830,48830,3117200,CMG,-2.69,-1350.0
235,2024-12-16,49100,50270,48830,50180,1834400,CMG,2.76,1350.0
236,2024-12-17,50180,50360,49370,49550,1094200,CMG,-1.26,-630.0
237,2024-12-18,49640,50270,49640,50090,1389800,CMG,1.09,540.0
238,2024-12-19,49550,51080,49100,50900,2980500,CMG,1.62,810.0
239,2024-12-20,51170,51620,50720,50900,2137600,CMG,0.0,0.0
240,2024-12-23,51080,51260,50090,50270,2381700,CMG,-1.24,-630.0
241,2024-12-24,50270,50630,49280,49550,2269700,CMG,-1.43,-720.0
242,2024-12-25,50270,50990,49910,50360,2060100,CMG,1.63,810.0
243,2024-12-26,50810,50810,49910,49910,1404500,CMG,-0.89,-450.0
244,2024-12-27,49730,49910,48470,48560,3243500,CMG,-2.7,-1350.0
245,2024-12-30,49000,49500,49000,49100,963700,CMG,1.11,540.0
246,2024-12-31,49300,49850,48950,49250,957300,CMG,0.31,150.0
247,2025-01-02,49500,49500,49000,49300,513000,CMG,0.1,50.0
248,2025-01-03,49300,50400,49250,49350,1894600,CMG,0.1,50.0
249,2025-01-06,49400,49750,48500,49000,1150100,CMG,-0.71,-350.0
250,2025-01-07,49100,49300,48000,48150,1654200,CMG,-1.73,-850.0
251,2025-01-08,48250,48250,47000,47200,1772800,CMG,-1.97,-950.0
252,2025-01-09,47300,47450,46000,46000,1644800,CMG,-2.54,-1200.0
253,2025-01-10,46000,46400,44650,44650,1784100,CMG,-2.93,-1350.0
254,2025-01-13,44300,44900,43900,44800,1582000,CMG,0.34,150.0
255,2025-01-14,45300,45450,44800,44800,585600,CMG,0.0,0.0
256,2025-01-15,45200,45300,45000,45100,466800,CMG,0.67,300.0
257,2025-01-16,45800,46400,45500,46100,956900,CMG,2.22,1000.0
258,2025-01-17,46100,47500,46000,47450,1356800,CMG,2.93,1350.0
259,2025-01-20,47800,47800,46600,46600,674100,CMG,-1.79,-850.0
260,2025-01-21,46650,47450,46650,46950,670000,CMG,0.75,350.0
261,2025-01-22,47000,47350,46400,46400,544400,CMG,-1.17,-550.0
262,2025-01-23,47000,48200,46800,47500,882600,CMG,2.37,1100.0
263,2025-01-24,47600,47900,46900,47100,730300,CMG,-0.84,-400.0
264,2025-02-03,44300,45550,44300,44800,1986700,CMG,-4.88,-2300.0
265,2025-02-04,45200,45500,45050,45400,794800,CMG,1.34,600.0
266,2025-02-05,45600,46000,45350,45800,773100,CMG,0.88,400.0
267,2025-02-06,46000,46100,45000,45200,745500,CMG,-1.31,-600.0
268,2025-02-07,45200,45300,44950,44950,928400,CMG,-0.55,-250.0
269,2025-02-10,44950,44950,44050,44050,1854100,CMG,-2.0,-900.0
270,2025-02-11,44300,44850,44150,44650,800400,CMG,1.36,600.0
271,2025-02-12,44800,45750,44800,45350,862700,CMG,1.57,700.0
272,2025-02-13,45500,45500,45000,45250,564500,CMG,-0.22,-100.0
273,2025-02-14,45600,45600,45000,45000,811200,CMG,-0.55,-250.0
274,2025-02-17,45000,45000,44550,44550,917400,CMG,-1.0,-450.0
275,2025-02-18,44600,44900,44500,44600,590500,CMG,0.11,50.0
276,2025-02-19,44650,45300,44500,45250,1060600,CMG,1.46,650.0
277,2025-02-20,45350,45450,44850,44900,676700,CMG,-0.77,-350.0
278,2025-02-21,45000,45000,44550,44700,880000,CMG,-0.45,-200.0
279,2025-02-24,44700,44700,44000,44150,1668600,CMG,-1.23,-550.0
280,2025-02-25,44300,44600,44000,44200,939900,CMG,0.11,50.0
281,2025-02-26,44250,45000,44200,44600,952600,CMG,0.9,400.0
282,2025-02-27,44900,44900,44300,44450,526300,CMG,-0.34,-150.0
283,2025-02-28,44450,44650,44250,44400,793900,CMG,-0.11,-50.0
284,2025-03-03,44400,44800,44300,44350,646400,CMG,-0.11,-50.0
285,2025-03-04,44150,44250,43850,44150,1093200,CMG,-0.45,-200.0
286,2025-03-05,44150,44650,44000,44000,644900,CMG,-0.34,-150.0
287,2025-03-06,44150,44800,44000,44600,1053600,CMG,1.36,600.0
288,2025-03-07,44800,44850,44300,44350,596200,CMG,-0.56,-250.0
289,2025-03-10,44500,44500,43900,43950,910000,CMG,-0.9,-400.0
290,2025-03-11,43050,43300,42950,43100,1602500,CMG,-1.93,-850.0
291,2025-03-12,43100,43350,42250,42250,1808600,CMG,-1.97,-850.0
292,2025-03-13,42500,43400,42400,42450,843900,CMG,0.47,200.0
293,2025-03-14,42800,42800,41300,41500,1205300,CMG,-2.24,-950.0
294,2025-03-17,41750,41850,41050,41100,585700,CMG,-0.96,-400.0
295,2025-03-18,41050,41900,41050,41700,563800,CMG,1.46,600.0
296,2025-03-19,41800,41900,41100,41150,572000,CMG,-1.32,-550.0
297,2025-03-20,41150,41600,40650,41150,574100,CMG,0.0,0.0
298,2025-03-21,41150,41750,41150,41500,476100,CMG,0.85,350.0
299,2025-03-24,41500,41800,41050,41200,358900,CMG,-0.72,-300.0
300,2025-03-25,41250,41400,41050,41050,447500,CMG,-0.36,-150.0
301,2025-03-26,41050,41050,39400,39700,1406100,CMG,-3.29,-1350.0
302,2025-03-27,39500,40200,39150,39950,662200,CMG,0.63,250.0
303,2025-03-28,39950,39950,39300,39300,257400,CMG,-1.63,-650.0
304,2025-03-31,39000,39000,37500,38000,793900,CMG,-3.31,-1300.0
305,2025-04-01,38150,38700,38150,38550,450200,CMG,1.45,550.0
306,2024-11-01,41550,41600,41100,41200,1338600,VIC,,
307,2024-11-04,41400,41500,41050,41200,1345200,VIC,0.0,0.0
308,2024-11-05,41200,41300,41050,41300,963000,VIC,0.24,100.0
309,2024-11-06,41500,42000,41400,41800,1521600,VIC,1.21,500.0
310,2024-11-07,42000,42250,41700,41700,1172800,VIC,-0.24,-100.0
311,2024-11-08,41800,41800,41000,41050,2191200,VIC,-1.56,-650.0
312,2024-11-11,41050,41150,40650,40800,1944400,VIC,-0.61,-250.0
313,2024-11-12,41000,41500,40500,40550,2485900,VIC,-0.61,-250.0
314,2024-11-13,40850,41150,40500,40600,2043200,VIC,0.12,50.0
315,2024-11-14,40650,41300,40600,40700,1968300,VIC,0.25,100.0
316,2024-11-15,40650,41050,40550,40550,2309900,VIC,-0.37,-150.0
317,2024-11-18,40550,40850,40350,40400,1892700,VIC,-0.37,-150.0
318,2024-11-19,40400,40700,40350,40350,1858400,VIC,-0.12,-50.0
319,2024-11-20,40200,40650,40150,40350,1840800,VIC,0.0,0.0
320,2024-11-21,40350,40600,40300,40350,1991900,VIC,0.0,0.0
321,2024-11-22,40350,40850,40300,40450,1336300,VIC,0.25,100.0
322,2024-11-25,40450,41000,40450,41000,1915300,VIC,1.36,550.0
323,2024-11-26,41000,41300,41000,41050,1230800,VIC,0.12,50.0
324,2024-11-27,41050,41050,40750,40750,992200,VIC,-0.73,-300.0
325,2024-11-28,41100,41200,40700,40700,1116300,VIC,-0.12,-50.0
326,2024-11-29,40650,40750,40500,40500,1965400,VIC,-0.49,-200.0
327,2024-12-02,40550,40950,40300,40350,2064000,VIC,-0.37,-150.0
328,2024-12-03,40400,40600,40250,40400,1873300,VIC,0.12,50.0
329,2024-12-04,40400,40400,39800,40000,2491600,VIC,-0.99,-400.0
330,2024-12-05,40800,41000,40300,40850,3370100,VIC,2.12,850.0
331,2024-12-06,40850,42300,40750,41850,5327100,VIC,2.45,1000.0
332,2024-12-09,42100,42850,41850,41850,3341600,VIC,0.0,0.0
333,2024-12-10,41850,41900,41200,41200,2352900,VIC,-1.55,-650.0
334,2024-12-11,41200,41400,40900,41300,2168100,VIC,0.24,100.0
335,2024-12-12,41300,41350,40900,40900,2147400,VIC,-0.97,-400.0
336,2024-12-13,40750,40900,40600,40800,1952200,VIC,-0.24,-100.0
337,2024-12-16,40800,40900,40600,40700,1159200,VIC,-0.25,-100.0
338,2024-12-17,40700,40800,40550,40550,1329900,VIC,-0.37,-150.0
339,2024-12-18,40550,40850,40550,40600,850100,VIC,0.12,50.0
340,2024-12-19,40300,40400,40100,40300,2486800,VIC,-0.74,-300.0
341,2024-12-20,40300,40500,40250,40500,1569200,VIC,0.5,200.0
342,2024-12-23,40500,40850,40500,40600,999700,VIC,0.25,100.0
343,2024-12-24,40500,40600,40350,40600,1333700,VIC,0.0,0.0
344,2024-12-25,40600,41050,40550,40650,1908100,VIC,0.12,50.0
345,2024-12-26,40700,41000,40650,40650,877500,VIC,0.0,0.0
346,2024-12-27,40700,40900,40550,40550,1497700,VIC,-0.25,-100.0
347,2024-12-30,40350,40600,40300,40550,1415300,VIC,0.0,0.0
348,2024-12-31,40550,40600,40300,40550,1784400,VIC,0.0,0.0
349,2025-01-02,40500,40550,40300,40550,1340500,VIC,0.0,0.0
350,2025-01-03,40550,40550,40150,40500,1729100,VIC,-0.12,-50.0
351,2025-01-06,40400,40500,40300,40500,1625900,VIC,0.0,0.0
352,2025-01-07,40300,40550,40200,40500,1965000,VIC,0.0,0.0
353,2025-01-08,40400,40550,40300,40500,925800,VIC,0.0,0.0
354,2025-01-09,40550,41000,40500,40750,1187900,VIC,0.62,250.0
355,2025-01-10,40750,40900,40400,40500,1104600,VIC,-0.61,-250.0
356,2025-01-13,39700,40350,39700,40300,1680700,VIC,-0.49,-200.0
357,2025-01-14,40200,40200,39800,40200,2326300,VIC,-0.25,-100.0
358,2025-01-15,40300,40350,40000,40250,874200,VIC,0.12,50.0
359,2025-01-16,40300,40650,40100,40450,1999800,VIC,0.5,200.0
360,2025-01-17,40500,40550,40250,40450,1173800,VIC,0.0,0.0
361,2025-01-20,40300,40450,40250,40400,646200,VIC,-0.12,-50.0
362,2025-01-21,40550,40550,40300,40450,1313500,VIC,0.12,50.0
363,2025-01-22,40500,40500,40100,40400,1135200,VIC,-0.12,-50.0
364,2025-01-23,40400,40650,40250,40400,1420100,VIC,0.0,0.0
365,2025-01-24,40250,40500,40200,40400,1387900,VIC,0.0,0.0
366,2025-02-03,40200,40300,39900,40050,1575100,VIC,-0.87,-350.0
367,2025-02-04,40050,40200,39850,40100,1440900,VIC,0.12,50.0
368,2025-02-05,40200,40450,40050,40050,1059300,VIC,-0.12,-50.0
