,date,open,high,low,close,volume,stock_name,%_change,change,year,quarter,month
84,2023-02-03,26130,26310,26000,26000,3617300,CTG,-0.5,-130.0,2023,1,2
85,2023-02-06,25770,26760,25550,26760,2629900,CTG,2.92,760.0,2023,1,2
86,2023-02-07,26670,27030,26090,26130,3254700,CTG,-2.35,-630.0,2023,1,2
87,2023-02-08,26180,27030,26130,26760,3158400,CTG,2.41,630.0,2023,1,2
88,2023-02-09,26760,27030,26310,26310,2699300,CTG,-1.68,-450.0,2023,1,2
89,2023-02-10,26310,26670,26040,26040,2103300,CTG,-1.03,-270.0,2023,1,2
90,2023-02-13,25820,26220,25770,26090,2133600,CTG,0.19,50.0,2023,1,2
91,2023-02-14,26220,26310,25680,25680,1752200,CTG,-1.57,-410.0,2023,1,2
92,2023-02-15,25680,26270,25590,25860,1473700,CTG,0.7,180.0,2023,1,2
93,2023-02-16,26000,26800,25910,26580,2901100,CTG,2.78,720.0,2023,1,2
94,2023-02-17,26580,26760,26310,26530,2237100,CTG,-0.19,-50.0,2023,1,2
95,2023-02-20,26710,27250,26580,27250,4573900,CTG,2.71,720.0,2023,1,2
96,2023-02-21,27210,27300,26710,26710,2955300,CTG,-1.98,-540.0,2023,1,2
97,2023-02-22,26490,26580,25860,25860,3944800,CTG,-3.18,-850.0,2023,1,2
98,2023-02-23,25510,25950,25330,25950,4083200,CTG,0.35,90.0,2023,1,2
99,2023-02-24,25860,25860,25280,25280,2188200,CTG,-2.58,-670.0,2023,1,2
100,2023-02-27,25240,25240,24570,24660,1748800,CTG,-2.45,-620.0,2023,1,2
101,2023-02-28,24880,25060,24520,24520,1275600,CTG,-0.57,-140.0,2023,1,2
102,2023-03-01,24480,25280,24250,25280,2168600,CTG,3.1,760.0,2023,1,3
103,2023-03-02,25330,25370,24830,24880,1829900,CTG,-1.58,-400.0,2023,1,3
104,2023-03-03,25060,25060,24570,24880,1748100,CTG,0.0,0.0,2023,1,3
105,2023-03-06,24920,25730,24920,25370,3193600,CTG,1.97,490.0,2023,1,3
106,2023-03-07,25370,25950,25370,25950,2882600,CTG,2.29,580.0,2023,1,3
107,2023-03-08,25510,26400,25460,26310,3416500,CTG,1.39,360.0,2023,1,3
108,2023-03-09,26310,26580,26180,26310,2363600,CTG,0.0,0.0,2023,1,3
109,2023-03-10,26180,26180,25680,26130,1614000,CTG,-0.68,-180.0,2023,1,3
110,2023-03-13,25640,26310,25590,26220,1859400,CTG,0.34,90.0,2023,1,3
111,2023-03-14,26180,26180,25370,25950,2143800,CTG,-1.03,-270.0,2023,1,3
112,2023-03-15,26220,26490,26000,26400,2796300,CTG,1.73,450.0,2023,1,3
113,2023-03-16,25950,26130,25510,25910,2150600,CTG,-1.86,-490.0,2023,1,3
114,2023-03-17,26000,26220,25770,25950,1136900,CTG,0.15,40.0,2023,1,3
115,2023-03-20,25910,25910,25060,25060,1611400,CTG,-3.43,-890.0,2023,1,3
116,2023-03-21,25590,25590,25060,25330,1056300,CTG,1.08,270.0,2023,1,3
117,2023-03-22,25460,25680,25240,25420,1085900,CTG,0.36,90.0,2023,1,3
118,2023-03-23,25240,25590,25150,25550,1216500,CTG,0.51,130.0,2023,1,3
119,2023-03-24,25680,25820,25330,25330,2109000,CTG,-0.86,-220.0,2023,1,3
120,2023-03-27,25510,25860,25330,25730,1310300,CTG,1.58,400.0,2023,1,3
121,2023-03-28,25730,25950,25730,25910,1684600,CTG,0.7,180.0,2023,1,3
122,2023-03-29,25770,26000,25770,25950,1521800,CTG,0.15,40.0,2023,1,3
123,2023-03-30,26040,26130,25770,25820,1327400,CTG,-0.5,-130.0,2023,1,3
124,2023-03-31,25860,26130,25680,26000,1994000,CTG,0.7,180.0,2023,1,3
125,2023-04-03,26400,26890,26310,26800,3495200,CTG,3.08,800.0,2023,2,4
126,2023-04-04,26800,26800,26440,26530,2060200,CTG,-1.01,-270.0,2023,2,4
127,2023-04-05,26530,26940,26270,26850,2846500,CTG,1.21,320.0,2023,2,4
128,2023-04-06,26850,26850,26490,26530,1782600,CTG,-1.19,-320.0,2023,2,4
129,2023-04-07,26400,26440,26220,26400,1413300,CTG,-0.49,-130.0,2023,2,4
130,2023-04-10,26400,26580,26220,26220,1664400,CTG,-0.68,-180.0,2023,2,4
131,2023-04-11,26360,26400,26130,26310,1009700,CTG,0.34,90.0,2023,2,4
132,2023-04-12,26580,26580,26310,26360,1265900,CTG,0.19,50.0,2023,2,4
133,2023-04-13,26310,26400,26040,26090,1094000,CTG,-1.02,-270.0,2023,2,4
134,2023-04-14,26360,26400,26040,26090,1232700,CTG,0.0,0.0,2023,2,4
135,2023-04-17,26040,26220,25770,26130,1087100,CTG,0.15,40.0,2023,2,4
136,2023-04-18,26130,26220,25950,26040,1046400,CTG,-0.34,-90.0,2023,2,4
137,2023-04-19,26000,26090,25640,25730,1470700,CTG,-1.19,-310.0,2023,2,4
138,2023-04-20,25640,25730,25420,25730,1215900,CTG,0.0,0.0,2023,2,4
139,2023-04-21,25510,25730,25510,25550,819000,CTG,-0.7,-180.0,2023,2,4
140,2023-04-24,25550,26130,25240,26090,2198600,CTG,2.11,540.0,2023,2,4
141,2023-04-25,25950,25950,25510,25590,955800,CTG,-1.92,-500.0,2023,2,4
142,2023-04-26,25510,25770,25010,25730,3230600,CTG,0.55,140.0,2023,2,4
143,2023-04-27,25420,25680,25370,25370,1668600,CTG,-1.4,-360.0,2023,2,4
144,2023-04-28,25510,25770,25510,25680,2243300,CTG,1.22,310.0,2023,2,4
145,2023-05-04,25590,25590,25280,25280,1944800,CTG,-1.56,-400.0,2023,2,5
146,2023-05-05,25280,25330,24880,24920,3634700,CTG,-1.42,-360.0,2023,2,5
147,2023-05-08,25060,25100,24920,25010,3023500,CTG,0.36,90.0,2023,2,5
148,2023-05-09,25100,25280,25100,25150,2149800,CTG,0.56,140.0,2023,2,5
149,2023-05-10,25100,25240,25010,25240,5013200,CTG,0.36,90.0,2023,2,5
150,2023-05-11,25420,25460,25280,25330,2640800,CTG,0.36,90.0,2023,2,5
151,2023-05-12,25370,25420,25190,25420,3559200,CTG,0.36,90.0,2023,2,5
152,2023-05-15,25510,25640,25280,25280,6270900,CTG,-0.55,-140.0,2023,2,5
153,2023-05-16,25240,25280,25010,25060,2837500,CTG,-0.87,-220.0,2023,2,5
154,2023-05-17,25060,25150,24610,24660,4533500,CTG,-1.6,-400.0,2023,2,5
155,2023-05-18,24790,24970,24610,24920,4518100,CTG,1.05,260.0,2023,2,5
156,2023-05-19,24970,25190,24740,25190,1982200,CTG,1.08,270.0,2023,2,5
157,2023-05-22,25060,25240,25010,25010,3067100,CTG,-0.71,-180.0,2023,2,5
158,2023-05-23,25150,25150,24790,24830,3897600,CTG,-0.72,-180.0,2023,2,5
159,2023-05-24,25060,25060,24700,24830,3821700,CTG,0.0,0.0,2023,2,5
160,2023-05-25,24740,24880,24660,24700,3099700,CTG,-0.52,-130.0,2023,2,5
161,2023-05-26,24700,24880,24610,24880,1781900,CTG,0.73,180.0,2023,2,5
162,2023-05-29,24880,25190,24880,25060,2860900,CTG,0.72,180.0,2023,2,5
163,2023-05-30,25150,25190,24970,25100,2948100,CTG,0.16,40.0,2023,2,5
164,2023-05-31,25100,25100,24880,25060,2714900,CTG,-0.16,-40.0,2023,2,5
165,2023-06-01,25060,25150,24920,25010,2395200,CTG,-0.2,-50.0,2023,2,6
166,2023-06-02,25100,25730,25060,25640,8931900,CTG,2.52,630.0,2023,2,6
167,2023-06-05,25860,26000,25640,25730,4445800,CTG,0.35,90.0,2023,2,6
168,2023-06-06,25820,25950,25590,25680,5306600,CTG,-0.19,-50.0,2023,2,6
169,2023-06-07,25820,26130,25730,25860,6346700,CTG,0.7,180.0,2023,2,6
170,2023-06-08,25860,25950,25550,25550,5165700,CTG,-1.2,-310.0,2023,2,6
171,2023-06-09,25550,25640,25150,25370,6111000,CTG,-0.7,-180.0,2023,2,6
172,2023-06-12,25420,25460,24920,25420,5634400,CTG,0.2,50.0,2023,2,6
173,2023-06-13,25370,25460,25240,25330,3213200,CTG,-0.35,-90.0,2023,2,6
174,2023-06-14,25460,26130,25460,25680,8423300,CTG,1.38,350.0,2023,2,6
175,2023-06-15,25680,26270,25680,25950,7183600,CTG,1.05,270.0,2023,2,6
176,2023-06-16,26000,26130,25510,25510,7432700,CTG,-1.7,-440.0,2023,2,6
177,2023-06-19,25550,25820,25550,25590,3404700,CTG,0.31,80.0,2023,2,6
178,2023-06-20,25640,26130,25550,26130,2781600,CTG,2.11,540.0,2023,2,6
179,2023-06-21,26040,26220,25820,26090,4570200,CTG,-0.15,-40.0,2023,2,6
180,2023-06-22,26220,26530,26130,26360,5102500,CTG,1.03,270.0,2023,2,6
181,2023-06-23,26400,26440,26090,26180,4983700,CTG,-0.68,-180.0,2023,2,6
182,2023-06-26,26000,26360,25860,26180,6462100,CTG,0.0,0.0,2023,2,6
183,2023-06-27,26220,26270,25950,26270,3656100,CTG,0.34,90.0,2023,2,6
184,2023-06-28,26310,27030,26270,26850,8631900,CTG,2.21,580.0,2023,2,6
185,2023-06-29,26850,26940,26400,26760,5201200,CTG,-0.34,-90.0,2023,2,6
186,2023-06-30,26580,26620,26270,26400,5601900,CTG,-1.35,-360.0,2023,2,6
187,2023-07-03,26400,26490,26130,26180,3179400,CTG,-0.83,-220.0,2023,3,7
188,2023-07-04,26090,26400,26000,26360,5105500,CTG,0.69,180.0,2023,3,7
189,2023-07-05,26440,26580,26270,26440,3596500,CTG,0.3,80.0,2023,3,7
190,2023-07-06,26440,26490,25820,26270,6343400,CTG,-0.64,-170.0,2023,3,7
191,2023-07-07,26180,26490,26000,26490,3913600,CTG,0.84,220.0,2023,3,7
192,2023-07-10,26620,26670,26400,26580,6962300,CTG,0.34,90.0,2023,3,7
193,2023-07-11,26800,27380,26800,27120,14508800,CTG,2.03,540.0,2023,3,7
194,2023-07-12,27120,27210,26670,26850,6313800,CTG,-1.0,-270.0,2023,3,7
195,2023-07-13,27030,27030,26710,26850,5302700,CTG,0.0,0.0,2023,3,7
196,2023-07-14,26850,27030,26310,26760,7967000,CTG,-0.34,-90.0,2023,3,7
197,2023-07-17,26760,26800,26440,26580,6581700,CTG,-0.67,-180.0,2023,3,7
198,2023-07-18,26580,26850,26580,26710,4570900,CTG,0.49,130.0,2023,3,7
199,2023-07-19,26850,26890,26400,26760,6740400,CTG,0.19,50.0,2023,3,7
200,2023-07-20,26760,26760,26440,26530,4593800,CTG,-0.86,-230.0,2023,3,7
201,2023-07-21,26530,26670,26400,26580,5537400,CTG,0.19,50.0,2023,3,7
202,2023-07-24,26760,26940,26620,26710,5164400,CTG,0.49,130.0,2023,3,7
203,2023-07-25,26800,27120,26710,26760,6091900,CTG,0.19,50.0,2023,3,7
204,2023-07-26,26800,26890,26580,26670,5544100,CTG,-0.34,-90.0,2023,3,7
205,2023-07-27,26710,26760,26220,26270,7921500,CTG,-1.5,-400.0,2023,3,7
206,2023-07-28,26310,26400,26220,26400,5219800,CTG,0.49,130.0,2023,3,7
207,2023-07-31,26760,26850,26490,26850,5765900,CTG,1.7,450.0,2023,3,7
208,2023-08-01,27030,27560,26940,27210,14243700,CTG,1.34,360.0,2023,3,8
209,2023-08-02,27300,27880,27300,27790,13339400,CTG,2.13,580.0,2023,3,8
210,2023-08-03,27700,27830,27470,27650,8078000,CTG,-0.5,-140.0,2023,3,8
211,2023-08-04,27740,27740,27430,27740,7557300,CTG,0.33,90.0,2023,3,8
212,2023-08-07,28150,29170,27970,29170,13001900,CTG,5.16,1430.0,2023,3,8
213,2023-08-08,29400,29400,28910,29170,8764800,CTG,0.0,0.0,2023,3,8
214,2023-08-09,29080,29170,28680,29080,8014100,CTG,-0.31,-90.0,2023,3,8
215,2023-08-10,29080,29220,28280,28320,7995700,CTG,-2.61,-760.0,2023,3,8
216,2023-08-11,28410,28770,28010,28730,6909000,CTG,1.45,410.0,2023,3,8
217,2023-08-14,28730,29000,28370,28910,6370100,CTG,0.63,180.0,2023,3,8
218,2023-08-15,28910,29000,28680,29000,5240600,CTG,0.31,90.0,2023,3,8
219,2023-08-16,28820,29260,28550,28950,6372500,CTG,-0.17,-50.0,2023,3,8
220,2023-08-17,29000,29440,28860,29170,9762600,CTG,0.76,220.0,2023,3,8
221,2023-08-18,28910,29040,27470,27470,13696200,CTG,-5.83,-1700.0,2023,3,8
222,2023-08-21,27650,28910,27380,28640,9913500,CTG,4.26,1170.0,2023,3,8
223,2023-08-22,28640,28680,27650,28230,5795100,CTG,-1.43,-410.0,2023,3,8
224,2023-08-23,28320,28410,27790,28010,4377400,CTG,-0.78,-220.0,2023,3,8
225,2023-08-24,28190,28550,27830,28410,5036900,CTG,1.43,400.0,2023,3,8
226,2023-08-25,28410,28410,27790,27880,8626800,CTG,-1.87,-530.0,2023,3,8
227,2023-08-28,27790,28010,27740,27880,5411300,CTG,0.0,0.0,2023,3,8
228,2023-08-29,28100,28460,27970,27970,3726400,CTG,0.32,90.0,2023,3,8
229,2023-08-30,28150,28730,28150,28730,7395200,CTG,2.72,760.0,2023,3,8
230,2023-08-31,28770,29170,28770,29040,5272800,CTG,1.08,310.0,2023,3,8
231,2023-09-05,29080,29530,29080,29220,5968600,CTG,0.62,180.0,2023,3,9
232,2023-09-06,29260,29310,28860,29220,4463900,CTG,0.0,0.0,2023,3,9
233,2023-09-07,29260,29800,29220,29220,7773500,CTG,0.0,0.0,2023,3,9
234,2023-09-08,29260,29260,28910,28910,3674400,CTG,-1.06,-310.0,2023,3,9
235,2023-09-11,29080,29310,28460,28550,7492500,CTG,-1.25,-360.0,2023,3,9
236,2023-09-12,28640,28910,28410,28910,3929100,CTG,1.26,360.0,2023,3,9
237,2023-09-13,28910,29310,28590,29130,7999400,CTG,0.76,220.0,2023,3,9
238,2023-09-14,29310,30110,29310,29710,14125200,CTG,1.99,580.0,2023,3,9
239,2023-09-15,29620,29980,29220,29310,6484800,CTG,-1.35,-400.0,2023,3,9
240,2023-09-18,29310,29310,28460,28680,8699100,CTG,-2.15,-630.0,2023,3,9
241,2023-09-19,28680,28860,28230,28730,4883200,CTG,0.17,50.0,2023,3,9
242,2023-09-20,28730,28950,28410,28680,6669400,CTG,-0.17,-50.0,2023,3,9
243,2023-09-21,28730,28770,28370,28370,5997300,CTG,-1.08,-310.0,2023,3,9
244,2023-09-22,28190,28410,27740,28320,8222000,CTG,-0.18,-50.0,2023,3,9
245,2023-09-25,28150,28370,26670,26670,6721400,CTG,-5.83,-1650.0,2023,3,9
246,2023-09-26,26760,27610,26620,27120,5255800,CTG,1.69,450.0,2023,3,9
247,2023-09-27,27210,27740,26850,27740,3648100,CTG,2.29,620.0,2023,3,9
248,2023-09-28,27470,27740,25820,27610,7874400,CTG,-0.47,-130.0,2023,3,9
249,2023-09-29,27340,27790,26890,26890,5350700,CTG,-2.61,-720.0,2023,3,9
250,2023-10-02,26940,27160,25010,26800,5334700,CTG,-0.33,-90.0,2023,4,10
251,2023-10-03,26400,26400,25730,26040,7705100,CTG,-2.84,-760.0,2023,4,10
252,2023-10-04,25680,26040,25590,25860,3077200,CTG,-0.69,-180.0,2023,4,10
253,2023-10-05,26000,26090,25150,25150,4884500,CTG,-2.75,-710.0,2023,4,10
254,2023-10-06,25510,25730,24920,25680,3154500,CTG,2.11,530.0,2023,4,10
255,2023-10-09,25640,26130,25640,26090,1901900,CTG,1.6,410.0,2023,4,10
256,2023-10-10,26270,26440,26130,26220,2970400,CTG,0.5,130.0,2023,4,10
257,2023-10-11,26220,26400,26000,26400,1759400,CTG,0.69,180.0,2023,4,10
258,2023-10-12,26580,26620,26270,26490,2092400,CTG,0.34,90.0,2023,4,10
259,2023-10-13,26220,26490,25950,26220,1457500,CTG,-1.02,-270.0,2023,4,10
260,2023-10-16,26180,26220,25770,25770,2025200,CTG,-1.72,-450.0,2023,4,10
261,2023-10-17,25950,26090,25590,25590,1650400,CTG,-0.7,-180.0,2023,4,10
262,2023-10-18,25590,25770,25100,25370,2125400,CTG,-0.86,-220.0,2023,4,10
263,2023-10-19,25370,25590,25060,25590,1810200,CTG,0.87,220.0,2023,4,10
264,2023-10-20,25460,26620,24970,26310,3602000,CTG,2.81,720.0,2023,4,10
265,2023-10-23,26310,26310,25770,26220,1587400,CTG,-0.34,-90.0,2023,4,10
266,2023-10-24,26220,26400,26000,26400,2467900,CTG,0.69,180.0,2023,4,10
267,2023-10-25,26220,26400,25910,25950,1749000,CTG,-1.7,-450.0,2023,4,10
268,2023-10-26,25370,25550,24660,25370,5974000,CTG,-2.24,-580.0,2023,4,10
269,2023-10-27,25370,25460,24830,25240,2901000,CTG,-0.51,-130.0,2023,4,10
270,2023-10-30,24740,25240,24740,24740,1730500,CTG,-1.98,-500.0,2023,4,10
271,2023-10-31,24830,25060,24700,24790,2833300,CTG,0.2,50.0,2023,4,10
272,2023-11-01,24880,24880,24430,24520,3039100,CTG,-1.09,-270.0,2023,4,11
273,2023-11-02,24700,25510,24700,25280,2371900,CTG,3.1,760.0,2023,4,11
274,2023-11-03,25420,25460,25060,25060,3559600,CTG,-0.87,-220.0,2023,4,11
275,2023-11-06,25370,25680,25370,25550,2337400,CTG,1.96,490.0,2023,4,11
276,2023-11-07,25420,25680,25330,25550,2277600,CTG,0.0,0.0,2023,4,11
277,2023-11-08,25550,26180,25280,26180,2934800,CTG,2.47,630.0,2023,4,11
278,2023-11-09,26270,26620,26130,26400,4606900,CTG,0.84,220.0,2023,4,11
279,2023-11-10,26180,26310,25910,26310,3477700,CTG,-0.34,-90.0,2023,4,11
280,2023-11-13,26220,26440,26130,26310,3129500,CTG,0.0,0.0,2023,4,11
281,2023-11-14,26710,26940,26490,26670,3732500,CTG,1.37,360.0,2023,4,11
282,2023-11-15,26940,27380,26940,27030,5373200,CTG,1.35,360.0,2023,4,11
283,2023-11-16,26800,27120,26760,27070,2244100,CTG,0.15,40.0,2023,4,11
284,2023-11-17,27030,27120,26360,26580,4281100,CTG,-1.81,-490.0,2023,4,11
285,2023-11-20,26130,26620,26040,26440,2168700,CTG,-0.53,-140.0,2023,4,11
286,2023-11-21,26710,26710,26310,26310,1837700,CTG,-0.49,-130.0,2023,4,11
287,2023-11-22,26400,26580,26270,26490,1850000,CTG,0.68,180.0,2023,4,11
288,2023-11-23,26620,26620,26130,26130,1913600,CTG,-1.36,-360.0,2023,4,11
289,2023-11-24,26130,26490,25680,26490,3088400,CTG,1.38,360.0,2023,4,11
290,2023-11-27,26530,26530,26040,26310,1431700,CTG,-0.68,-180.0,2023,4,11
291,2023-11-28,26220,26220,25820,26220,2068800,CTG,-0.34,-90.0,2023,4,11
292,2023-11-29,26220,26440,26130,26310,2549800,CTG,0.34,90.0,2023,4,11
293,2023-11-30,26300,26700,26150,26300,2651700,CTG,-0.04,-10.0,2023,4,11
294,2023-12-01,26450,26450,26000,26300,1962600,CTG,0.0,0.0,2023,4,12
295,2023-12-04,26450,26600,26250,26550,7638100,CTG,0.95,250.0,2023,4,12
296,2023-12-05,26600,26700,26500,26500,2549300,CTG,-0.19,-50.0,2023,4,12
297,2023-12-06,26500,26700,26500,26650,3205700,CTG,0.57,150.0,2023,4,12
298,2023-12-07,26750,27100,26550,26900,5656600,CTG,0.94,250.0,2023,4,12
299,2023-12-08,27000,27100,26700,26900,3718900,CTG,0.0,0.0,2023,4,12
300,2023-12-11,26950,27050,26700,26850,2203100,CTG,-0.19,-50.0,2023,4,12
301,2023-12-12,26900,27000,26700,27000,3346200,CTG,0.56,150.0,2023,4,12
302,2023-12-13,27150,27350,26700,26750,3629800,CTG,-0.93,-250.0,2023,4,12
303,2023-12-14,26950,26950,26450,26750,3873600,CTG,0.0,0.0,2023,4,12
304,2023-12-15,26500,26850,26350,26700,3969300,CTG,-0.19,-50.0,2023,4,12
305,2023-12-18,26500,26700,26050,26050,3836500,CTG,-2.43,-650.0,2023,4,12
306,2023-12-19,26100,26500,25950,26500,2308300,CTG,1.73,450.0,2023,4,12
307,2023-12-20,26300,26600,26200,26550,2388300,CTG,0.19,50.0,2023,4,12
308,2023-12-21,26400,26600,26250,26550,2581300,CTG,0.0,0.0,2023,4,12
309,2023-12-22,26500,26600,26350,26450,2169200,CTG,-0.38,-100.0,2023,4,12
310,2023-12-25,26550,26900,26500,26900,4083500,CTG,1.7,450.0,2023,4,12
311,2023-12-26,26850,26950,26800,26800,3247900,CTG,-0.37,-100.0,2023,4,12
312,2023-12-27,26800,26900,26750,26850,3008900,CTG,0.19,50.0,2023,4,12
313,2023-12-28,26850,27100,26750,27100,2983700,CTG,0.93,250.0,2023,4,12
314,2023-12-29,27200,27350,27100,27100,4655000,CTG,0.0,0.0,2023,4,12
315,2024-01-02,27150,27250,27050,27200,3300000,CTG,0.37,100.0,2024,1,1
316,2024-01-03,27200,27600,27050,27600,3123600,CTG,1.47,400.0,2024,1,1
317,2024-01-04,27650,29500,27550,28600,14693100,CTG,3.62,1000.0,2024,1,1
318,2024-01-05,28750,29150,28700,29000,8765200,CTG,1.4,400.0,2024,1,1
319,2024-01-08,29500,29800,29050,29550,12113500,CTG,1.9,550.0,2024,1,1
320,2024-01-09,29600,30150,29300,30000,14351600,CTG,1.52,450.0,2024,1,1
321,2024-01-10,30000,31150,29850,31000,13924900,CTG,3.33,1000.0,2024,1,1
322,2024-01-11,31100,31500,30400,31000,9746100,CTG,0.0,0.0,2024,1,1
323,2024-01-12,30800,31850,30600,31500,17184500,CTG,1.61,500.0,2024,1,1
324,2024-01-15,31550,31700,31000,31400,6951700,CTG,-0.32,-100.0,2024,1,1
325,2024-01-16,31050,31400,30800,31400,7442400,CTG,0.0,0.0,2024,1,1
326,2024-01-17,31050,31500,31000,31150,6739800,CTG,-0.8,-250.0,2024,1,1
327,2024-01-18,31150,31600,30900,31500,8842000,CTG,1.12,350.0,2024,1,1
328,2024-01-19,31700,32600,31450,32600,14108300,CTG,3.49,1100.0,2024,1,1
329,2024-01-22,32549,32650,31950,32650,8679800,CTG,0.15,50.0,2024,1,1
330,2024-01-23,32650,32800,31900,32200,9136000,CTG,-1.38,-450.0,2024,1,1
331,2024-01-24,31950,32400,31900,32000,4997700,CTG,-0.62,-200.0,2024,1,1
332,2024-01-25,32000,32100,31600,32049,5164700,CTG,0.15,49.0,2024,1,1
333,2024-01-26,32100,32250,31950,32100,3676400,CTG,0.16,51.0,2024,1,1
334,2024-01-29,32100,32750,32000,32299,5875800,CTG,0.62,199.0,2024,1,1
335,2024-01-30,32350,32450,32049,32200,3741900,CTG,-0.31,-99.0,2024,1,1
336,2024-01-31,32450,32500,31300,31600,11925100,CTG,-1.86,-600.0,2024,1,1
337,2024-02-01,31450,32100,31450,32049,5126100,CTG,1.42,449.0,2024,1,2
338,2024-02-02,32000,32150,31550,31700,4536600,CTG,-1.09,-349.0,2024,1,2
339,2024-02-05,31750,33900,31750,33900,21679700,CTG,6.94,2200.0,2024,1,2
340,2024-02-06,34000,34450,33850,34400,8645600,CTG,1.47,500.0,2024,1,2
341,2024-02-07,34400,36300,34400,35500,13534000,CTG,3.2,1100.0,2024,1,2
342,2024-02-15,35600,35800,35000,35000,8849700,CTG,-1.41,-500.0,2024,1,2
343,2024-02-16,35300,35300,34650,35250,7504900,CTG,0.71,250.0,2024,1,2
344,2024-02-19,35100,35500,34500,35400,10677500,CTG,0.43,150.0,2024,1,2
345,2024-02-20,35300,35600,34700,35200,6832100,CTG,-0.56,-200.0,2024,1,2
346,2024-02-21,35250,36200,35050,35550,10391600,CTG,0.99,350.0,2024,1,2
347,2024-02-22,35700,35750,35250,35700,7056000,CTG,0.42,150.0,2024,1,2
348,2024-02-23,35800,37150,35000,35200,25763100,CTG,-1.4,-500.0,2024,1,2
349,2024-02-26,35200,35850,35100,35650,6391800,CTG,1.28,450.0,2024,1,2
350,2024-02-27,35700,36300,35450,36150,9066000,CTG,1.4,500.0,2024,1,2
351,2024-02-28,36400,36450,35650,35950,9809600,CTG,-0.55,-200.0,2024,1,2
352,2024-02-29,36200,36300,35200,35550,12798100,CTG,-1.11,-400.0,2024,1,2
353,2024-03-01,35700,35700,35000,35600,9179700,CTG,0.14,50.0,2024,1,3
354,2024-03-04,35600,36900,35150,36000,17569600,CTG,1.12,400.0,2024,1,3
355,2024-03-05,36000,36450,35750,36450,7378300,CTG,1.25,450.0,2024,1,3
356,2024-03-06,36400,36950,35650,36100,11114900,CTG,-0.96,-350.0,2024,1,3
357,2024-03-07,36000,36050,35450,35800,8882900,CTG,-0.83,-300.0,2024,1,3
358,2024-03-08,35800,35850,34500,34500,20828300,CTG,-3.63,-1300.0,2024,1,3
359,2024-03-11,34500,34750,33900,34150,7842600,CTG,-1.01,-350.0,2024,1,3
360,2024-03-12,34000,34600,33950,34500,6760600,CTG,1.02,350.0,2024,1,3
361,2024-03-13,34600,35150,34200,35150,6141800,CTG,1.88,650.0,2024,1,3
362,2024-03-14,35200,35200,34200,34450,7010100,CTG,-1.99,-700.0,2024,1,3
363,2024-03-15,34400,35400,33950,34750,9586500,CTG,0.87,300.0,2024,1,3
364,2024-03-18,34750,35000,32350,33300,11387200,CTG,-4.17,-1450.0,2024,1,3
365,2024-03-19,33400,33800,32950,33300,7149600,CTG,0.0,0.0,2024,1,3
366,2024-03-20,33200,34500,33000,34350,9484900,CTG,3.15,1050.0,2024,1,3
367,2024-03-21,34600,34900,34050,34900,9087700,CTG,1.6,550.0,2024,1,3
368,2024-03-22,35100,36400,35000,35700,15958000,CTG,2.29,800.0,2024,1,3
369,2024-03-25,35500,35700,34500,34700,9577000,CTG,-2.8,-1000.0,2024,1,3
370,2024-03-26,34750,35400,34650,35200,3801300,CTG,1.44,500.0,2024,1,3
371,2024-03-27,35000,35500,34800,35500,5066600,CTG,0.85,300.0,2024,1,3
372,2024-03-28,35900,35900,35300,35750,7031500,CTG,0.7,250.0,2024,1,3
373,2024-03-29,35750,35750,35150,35550,4490100,CTG,-0.56,-200.0,2024,1,3
374,2024-04-01,35400,35400,34750,35000,7918200,CTG,-1.55,-550.0,2024,2,4
375,2024-04-02,34500,35200,34100,35000,6979000,CTG,0.0,0.0,2024,2,4
376,2024-04-03,34900,35000,33900,34050,9109200,CTG,-2.71,-950.0,2024,2,4
377,2024-04-04,34200,34300,33500,33550,7104500,CTG,-1.47,-500.0,2024,2,4
378,2024-04-05,33200,33600,33100,33200,9834200,CTG,-1.04,-350.0,2024,2,4
379,2024-04-08,33300,34250,32950,33500,12007900,CTG,0.9,300.0,2024,2,4
380,2024-04-09,33900,34250,33550,34250,5238500,CTG,2.24,750.0,2024,2,4
381,2024-04-10,34350,34350,33650,33650,4301500,CTG,-1.75,-600.0,2024,2,4
382,2024-04-11,33300,33700,33250,33700,4179700,CTG,0.15,50.0,2024,2,4
383,2024-04-12,33800,36050,33650,35900,23775200,CTG,6.53,2200.0,2024,2,4
384,2024-04-15,35800,36300,33400,33450,29292700,CTG,-6.82,-2450.0,2024,2,4
385,2024-04-16,33900,34050,32800,34050,15414300,CTG,1.79,600.0,2024,2,4
386,2024-04-17,34250,34250,32650,32700,19095700,CTG,-3.96,-1350.0,2024,2,4
387,2024-04-19,32100,32750,31250,31600,13040500,CTG,-3.36,-1100.0,2024,2,4
388,2024-04-22,32049,32400,31700,32299,7768100,CTG,2.21,699.0,2024,2,4
389,2024-04-23,32250,32500,31150,31500,10689200,CTG,-2.47,-799.0,2024,2,4
390,2024-04-24,32000,32950,31700,32950,9012800,CTG,4.6,1450.0,2024,2,4
391,2024-04-25,32850,33000,32250,33000,4863800,CTG,0.15,50.0,2024,2,4
392,2024-04-26,32549,33150,32150,32800,8972900,CTG,-0.61,-200.0,2024,2,4
393,2024-05-02,32800,32800,32000,32350,6361000,CTG,-1.37,-450.0,2024,2,5
