,date,open,high,low,close,volume,stock_name,%_change,change,year,quarter,month
394,2024-05-03,32450,32850,32150,32400,6160500,CTG,0.15,50.0,2024,2,5
395,2024-05-06,32600,33250,32350,33200,7627200,CTG,2.47,800.0,2024,2,5
396,2024-05-07,33200,33250,32800,32800,4941700,CTG,-1.2,-400.0,2024,2,5
397,2024-05-08,32650,33000,32350,32600,8398000,CTG,-0.61,-200.0,2024,2,5
398,2024-05-09,32800,33400,32450,32900,7196700,CTG,0.92,300.0,2024,2,5
399,2024-05-10,33150,33150,32549,32850,4656700,CTG,-0.15,-50.0,2024,2,5
400,2024-05-13,32850,32850,32250,32299,7004000,CTG,-1.68,-551.0,2024,2,5
401,2024-05-14,32400,32700,32250,32299,5643900,CTG,0.0,0.0,2024,2,5
402,2024-05-15,32450,33000,32250,32350,7928800,CTG,0.16,51.0,2024,2,5
403,2024-05-16,32800,33700,32549,33200,14193700,CTG,2.63,850.0,2024,2,5
404,2024-05-17,33350,33400,32900,33100,5948500,CTG,-0.3,-100.0,2024,2,5
405,2024-05-20,33300,33900,33050,33350,12148300,CTG,0.76,250.0,2024,2,5
406,2024-05-21,33450,34100,33350,33650,6079100,CTG,0.9,300.0,2024,2,5
407,2024-05-22,33850,33900,32700,33000,11642900,CTG,-1.93,-650.0,2024,2,5
408,2024-05-23,32950,33250,32600,33250,5573500,CTG,0.76,250.0,2024,2,5
409,2024-05-24,33100,33900,32299,32500,13921600,CTG,-2.26,-750.0,2024,2,5
410,2024-05-27,32700,32700,32100,32400,8217500,CTG,-0.31,-100.0,2024,2,5
411,2024-05-28,32450,32500,31700,32200,24685700,CTG,-0.62,-200.0,2024,2,5
412,2024-05-29,32200,32200,31650,31650,15631900,CTG,-1.71,-550.0,2024,2,5
413,2024-05-30,31350,32100,31350,31800,9617600,CTG,0.47,150.0,2024,2,5
414,2024-05-31,31800,32200,31800,31900,6190100,CTG,0.31,100.0,2024,2,5
415,2024-06-03,32250,32800,32049,32600,9928600,CTG,2.19,700.0,2024,2,6
416,2024-06-04,32700,32950,32450,32800,8842900,CTG,0.61,200.0,2024,2,6
417,2024-06-05,32900,32950,32400,32400,8383500,CTG,-1.22,-400.0,2024,2,6
418,2024-06-06,32500,32700,32350,32600,7437100,CTG,0.62,200.0,2024,2,6
419,2024-06-07,32800,32900,32650,32800,4307200,CTG,0.61,200.0,2024,2,6
420,2024-06-10,32950,33950,32900,33500,13316000,CTG,2.13,700.0,2024,2,6
421,2024-06-11,33950,33950,33150,33200,10714500,CTG,-0.9,-300.0,2024,2,6
422,2024-06-12,33250,33650,32850,33500,7591300,CTG,0.9,300.0,2024,2,6
423,2024-06-13,34000,34150,33500,33900,14006900,CTG,1.19,400.0,2024,2,6
424,2024-06-14,33900,33950,32800,32800,10429800,CTG,-3.24,-1100.0,2024,2,6
425,2024-06-17,32800,32950,32299,32750,8417900,CTG,-0.15,-50.0,2024,2,6
426,2024-06-18,32750,32850,32350,32350,7746400,CTG,-1.22,-400.0,2024,2,6
427,2024-06-19,32400,32549,31950,32500,6704200,CTG,0.46,150.0,2024,2,6
428,2024-06-20,32299,32549,32000,32200,7044100,CTG,-0.92,-300.0,2024,2,6
429,2024-06-21,32400,32450,32150,32200,4903100,CTG,0.0,0.0,2024,2,6
430,2024-06-24,32200,32350,31550,31650,8439100,CTG,-1.71,-550.0,2024,2,6
431,2024-06-25,31900,31900,31450,31600,5413400,CTG,-0.16,-50.0,2024,2,6
432,2024-06-26,31600,31650,31050,31300,6556300,CTG,-0.95,-300.0,2024,2,6
433,2024-06-27,31300,31400,31150,31300,4084600,CTG,0.0,0.0,2024,2,6
434,2024-06-28,31300,31450,31000,31000,4521600,CTG,-0.96,-300.0,2024,2,6
435,2024-07-01,30850,32000,30850,32000,3924600,CTG,3.23,1000.0,2024,3,7
436,2024-07-02,32000,32350,31900,32299,5122200,CTG,0.93,299.0,2024,3,7
437,2024-07-03,32350,32500,32049,32350,3316100,CTG,0.16,51.0,2024,3,7
438,2024-07-04,32400,32500,32049,32299,2526600,CTG,-0.16,-51.0,2024,3,7
439,2024-07-05,32350,32850,32100,32700,5590000,CTG,1.24,401.0,2024,3,7
440,2024-07-08,32750,32750,32299,32600,3851700,CTG,-0.31,-100.0,2024,3,7
441,2024-07-09,32600,32800,32400,32700,4731800,CTG,0.31,100.0,2024,3,7
442,2024-07-10,32700,32850,32400,32400,5205400,CTG,-0.92,-300.0,2024,3,7
443,2024-07-11,32500,32600,32200,32200,3867400,CTG,-0.62,-200.0,2024,3,7
444,2024-07-12,32200,32299,31900,32000,3874000,CTG,-0.62,-200.0,2024,3,7
445,2024-07-15,32049,32200,32000,32100,2451000,CTG,0.31,100.0,2024,3,7
446,2024-07-16,32150,32850,32100,32500,6589100,CTG,1.25,400.0,2024,3,7
447,2024-07-17,32700,33800,32549,33000,22598600,CTG,1.54,500.0,2024,3,7
448,2024-07-18,33300,33450,32750,33450,8111000,CTG,1.36,450.0,2024,3,7
449,2024-07-19,33250,33800,32750,33400,10147600,CTG,-0.15,-50.0,2024,3,7
450,2024-07-22,33200,34100,33150,33650,15868100,CTG,0.75,250.0,2024,3,7
451,2024-07-23,33700,33700,32049,32400,9825700,CTG,-3.71,-1250.0,2024,3,7
452,2024-07-24,32350,32500,31700,32200,10316300,CTG,-0.62,-200.0,2024,3,7
453,2024-07-25,32000,32000,31400,31550,6106000,CTG,-2.02,-650.0,2024,3,7
454,2024-07-26,31550,32150,31550,32049,3281100,CTG,1.58,499.0,2024,3,7
455,2024-07-29,32150,32350,32100,32100,3120200,CTG,0.16,51.0,2024,3,7
456,2024-07-30,32000,32100,31800,32000,4284300,CTG,-0.31,-100.0,2024,3,7
457,2024-07-31,32000,32299,31800,32000,6542400,CTG,0.0,0.0,2024,3,7
458,2024-08-01,32000,32450,31300,31450,8811100,CTG,-1.72,-550.0,2024,3,8
459,2024-08-02,31050,31550,30250,31550,10408500,CTG,0.32,100.0,2024,3,8
460,2024-08-05,30900,30950,30000,30150,10630500,CTG,-4.44,-1400.0,2024,3,8
461,2024-08-06,30500,30600,29950,30550,4871100,CTG,1.33,400.0,2024,3,8
462,2024-08-07,30650,30650,30050,30200,3892500,CTG,-1.15,-350.0,2024,3,8
463,2024-08-08,30200,30450,30050,30200,5155000,CTG,0.0,0.0,2024,3,8
464,2024-08-09,30350,31500,30350,31500,7179900,CTG,4.3,1300.0,2024,3,8
465,2024-08-12,31550,31750,31200,31700,3052300,CTG,0.63,200.0,2024,3,8
466,2024-08-13,31850,31850,31350,31850,3764400,CTG,0.47,150.0,2024,3,8
467,2024-08-14,31850,32000,31600,31800,4668000,CTG,-0.16,-50.0,2024,3,8
468,2024-08-15,31800,31950,31450,31850,4421800,CTG,0.16,50.0,2024,3,8
469,2024-08-16,31850,32500,31800,32500,7856100,CTG,2.04,650.0,2024,3,8
470,2024-08-19,32500,32700,32350,32650,5863100,CTG,0.46,150.0,2024,3,8
471,2024-08-20,32650,33350,32600,33200,10766100,CTG,1.68,550.0,2024,3,8
472,2024-08-21,33250,34200,33000,34200,27480100,CTG,3.01,1000.0,2024,3,8
473,2024-08-22,34350,35000,34300,34600,11485500,CTG,1.17,400.0,2024,3,8
474,2024-08-23,34400,34950,34150,34950,9860800,CTG,1.01,350.0,2024,3,8
475,2024-08-26,35000,35000,34400,34600,9584400,CTG,-1.0,-350.0,2024,3,8
476,2024-08-27,34600,35000,34250,34850,11698100,CTG,0.72,250.0,2024,3,8
477,2024-08-28,34900,34950,34500,34900,5938900,CTG,0.14,50.0,2024,3,8
478,2024-08-29,34950,35350,34500,35000,12531200,CTG,0.29,100.0,2024,3,8
479,2024-08-30,35000,35100,34650,35050,8124100,CTG,0.14,50.0,2024,3,8
480,2024-09-04,34600,35300,34450,35300,10446800,CTG,0.71,250.0,2024,3,9
481,2024-09-05,35200,35500,34600,35000,8504400,CTG,-0.85,-300.0,2024,3,9
482,2024-09-06,34800,35500,34600,35500,9157300,CTG,1.43,500.0,2024,3,9
483,2024-09-09,35200,35450,35000,35450,5375600,CTG,-0.14,-50.0,2024,3,9
484,2024-09-10,35400,35550,34800,34950,7474100,CTG,-1.41,-500.0,2024,3,9
485,2024-09-11,34950,35100,34450,34950,5494300,CTG,0.0,0.0,2024,3,9
486,2024-09-12,35250,35250,34700,35000,4999600,CTG,0.14,50.0,2024,3,9
487,2024-09-13,34800,35000,34650,34900,3439800,CTG,-0.29,-100.0,2024,3,9
488,2024-09-16,34950,34950,34500,34650,5810800,CTG,-0.72,-250.0,2024,3,9
489,2024-09-17,34550,34950,34350,34950,5230100,CTG,0.87,300.0,2024,3,9
490,2024-09-18,34950,36300,34800,35700,17487600,CTG,2.15,750.0,2024,3,9
491,2024-09-19,35700,36200,35600,36000,5835500,CTG,0.84,300.0,2024,3,9
492,2024-09-20,36050,36650,35950,36000,13164300,CTG,0.0,0.0,2024,3,9
493,2024-09-23,35950,36300,35650,35900,4440300,CTG,-0.28,-100.0,2024,3,9
494,2024-09-24,35900,36200,35650,36050,5546400,CTG,0.42,150.0,2024,3,9
495,2024-09-25,36500,36600,36000,36000,9797800,CTG,-0.14,-50.0,2024,3,9
496,2024-09-26,36000,36450,35450,36400,22830200,CTG,1.11,400.0,2024,3,9
497,2024-09-27,36450,37550,36450,37000,15617800,CTG,1.65,600.0,2024,3,9
498,2024-09-30,36900,37200,36650,36950,4842500,CTG,-0.14,-50.0,2024,3,9
499,2024-10-01,36950,37100,36350,36500,12315100,CTG,-1.22,-450.0,2024,4,10
500,2024-10-02,36150,36450,35950,36000,11271900,CTG,-1.37,-500.0,2024,4,10
501,2024-10-03,36000,36750,35900,36200,9111600,CTG,0.56,200.0,2024,4,10
502,2024-10-04,36150,36150,35600,35600,8545600,CTG,-1.66,-600.0,2024,4,10
503,2024-10-07,35900,35950,35500,35800,5298700,CTG,0.56,200.0,2024,4,10
504,2024-10-08,35800,36150,35550,35750,6638700,CTG,-0.14,-50.0,2024,4,10
505,2024-10-09,35800,36600,35700,36100,9143500,CTG,0.98,350.0,2024,4,10
506,2024-10-10,36450,36650,36050,36150,6226000,CTG,0.14,50.0,2024,4,10
507,2024-10-11,36250,36300,35800,36250,4217800,CTG,0.28,100.0,2024,4,10
508,2024-10-14,36400,36450,36050,36050,4041500,CTG,-0.55,-200.0,2024,4,10
509,2024-10-15,36250,36800,36100,36150,10587200,CTG,0.28,100.0,2024,4,10
510,2024-10-16,36100,36450,35900,36300,3778300,CTG,0.41,150.0,2024,4,10
511,2024-10-17,36500,36550,36050,36550,6200700,CTG,0.69,250.0,2024,4,10
512,2024-10-18,36800,36900,36250,36250,7054400,CTG,-0.82,-300.0,2024,4,10
513,2024-10-21,36100,36350,35500,35500,8242100,CTG,-2.07,-750.0,2024,4,10
514,2024-10-22,35500,35650,34800,35000,9519000,CTG,-1.41,-500.0,2024,4,10
515,2024-10-23,35000,35150,34750,35050,4488500,CTG,0.14,50.0,2024,4,10
516,2024-10-24,35000,35150,34050,34850,6405900,CTG,-0.57,-200.0,2024,4,10
517,2024-10-25,34750,34800,34500,34600,4448300,CTG,-0.72,-250.0,2024,4,10
518,2024-10-28,34650,34800,34550,34700,2288100,CTG,0.29,100.0,2024,4,10
519,2024-10-29,34700,34950,34700,34950,2890000,CTG,0.72,250.0,2024,4,10
520,2024-10-30,34900,35000,34500,34750,2626400,CTG,-0.57,-200.0,2024,4,10
521,2024-10-31,34900,35750,34800,35700,8400500,CTG,2.73,950.0,2024,4,10
522,2024-11-01,35550,35950,35500,35600,7983200,CTG,-0.28,-100.0,2024,4,11
523,2022-10-03,14000,14050,13060,13060,8849000,HSG,0.12739463601532566,13.67816091954023,2022,4,10
524,2022-10-04,13240,13340,12350,12350,6779700,HSG,-5.44,-710.0,2022,4,10
525,2022-10-05,12730,12960,12490,12820,4890900,HSG,3.81,470.0,2022,4,10
526,2022-10-06,12820,12910,11970,11970,8350300,HSG,-6.63,-850.0,2022,4,10
527,2022-10-07,11450,11730,11170,11170,10420600,HSG,-6.68,-800.0,2022,4,10
528,2022-10-10,10880,11920,10880,11920,9545100,HSG,6.71,750.0,2022,4,10
529,2022-10-11,12160,12580,11830,12060,15234900,HSG,1.17,140.0,2022,4,10
530,2022-10-12,12390,12860,12350,12860,12183700,HSG,6.63,800.0,2022,4,10
531,2022-10-13,12860,13240,12680,13110,8674300,HSG,1.94,250.0,2022,4,10
532,2022-10-14,13340,13440,13010,13390,13321800,HSG,2.14,280.0,2022,4,10
533,2022-10-17,13060,13340,12770,13290,9760100,HSG,-0.75,-100.0,2022,4,10
534,2022-10-18,13480,13620,13060,13150,9429200,HSG,-1.05,-140.0,2022,4,10
535,2022-10-19,13060,13150,12580,12580,9498300,HSG,-4.33,-570.0,2022,4,10
536,2022-10-20,12580,12960,12490,12680,6154300,HSG,0.79,100.0,2022,4,10
537,2022-10-21,12770,12770,11830,11830,16122700,HSG,-6.7,-850.0,2022,4,10
538,2022-10-24,11630,11730,11020,11020,14558000,HSG,-6.85,-810.0,2022,4,10
539,2022-10-25,11070,11780,10970,11780,16613500,HSG,6.9,760.0,2022,4,10
540,2022-10-26,11870,12110,11540,11630,5789500,HSG,-1.27,-150.0,2022,4,10
541,2022-10-27,11680,12440,11680,12440,10610400,HSG,6.96,810.0,2022,4,10
542,2022-10-28,12580,12680,11590,11590,16227100,HSG,-6.83,-850.0,2022,4,10
543,2022-10-31,10790,11250,10790,10790,21410300,HSG,-6.9,-800.0,2022,4,10
544,2022-11-01,11300,11500,10830,11020,10711400,HSG,2.13,230.0,2022,4,11
545,2022-11-02,11120,11730,11070,11730,13720100,HSG,6.44,710.0,2022,4,11
546,2022-11-03,11500,11780,11250,11250,10051300,HSG,-4.09,-480.0,2022,4,11
547,2022-11-04,11120,11210,10500,10500,18127100,HSG,-6.67,-750.0,2022,4,11
548,2022-11-07,10310,10590,9790,9790,12161000,HSG,-6.76,-710.0,2022,4,11
549,2022-11-08,9230,9510,9110,9110,14937300,HSG,-6.95,-680.0,2022,4,11
550,2022-11-09,9110,9560,8600,8850,8123700,HSG,-2.85,-260.0,2022,4,11
551,2022-11-10,8340,8700,8230,8230,16211300,HSG,-7.01,-620.0,2022,4,11
552,2022-11-11,8320,8510,7660,7660,12377700,HSG,-6.93,-570.0,2022,4,11
553,2022-11-14,7290,7620,7130,7240,11914200,HSG,-5.48,-420.0,2022,4,11
554,2022-11-15,6920,7520,6820,6960,13100400,HSG,-3.87,-280.0,2022,4,11
555,2022-11-16,6680,7430,6480,7430,10744300,HSG,6.75,470.0,2022,4,11
556,2022-11-17,7960,7960,7900,7960,5688800,HSG,7.13,530.0,2022,4,11
557,2022-11-18,8320,8510,8109,8510,21800300,HSG,6.91,550.0,2022,4,11
558,2022-11-21,8700,9090,8600,9090,11423500,HSG,6.82,580.0,2022,4,11
559,2022-11-22,8980,9600,8680,8700,15275200,HSG,-4.29,-390.0,2022,4,11
560,2022-11-23,8690,8980,8109,8160,10942300,HSG,-6.21,-540.0,2022,4,11
561,2022-11-24,8029,8720,7990,8720,13810200,HSG,6.86,560.0,2022,4,11
562,2022-11-25,9180,9320,8900,9320,12848700,HSG,6.88,600.0,2022,4,11
563,2022-11-28,9740,9980,9650,9980,12395800,HSG,7.08,660.0,2022,4,11
564,2022-11-29,10310,10590,9600,10310,19475400,HSG,3.31,330.0,2022,4,11
565,2022-11-30,10310,10790,10030,10640,13649000,HSG,3.2,330.0,2022,4,11
566,2022-12-01,10880,11350,10690,10880,21814500,HSG,2.26,240.0,2022,4,12
567,2022-12-02,10640,11630,10550,11630,15267100,HSG,6.89,750.0,2022,4,12
568,2022-12-05,12160,12440,11920,12440,16712600,HSG,6.96,810.0,2022,4,12
569,2022-12-06,12390,12490,11590,11590,24489500,HSG,-6.83,-850.0,2022,4,12
570,2022-12-07,11210,11680,10790,10970,18351400,HSG,-5.35,-620.0,2022,4,12
571,2022-12-08,11300,11730,11250,11730,13769000,HSG,6.93,760.0,2022,4,12
572,2022-12-09,11780,12440,11540,12250,14204900,HSG,4.43,520.0,2022,4,12
573,2022-12-12,12300,12630,11400,11400,17108700,HSG,-6.94,-850.0,2022,4,12
574,2022-12-13,11400,12010,10920,12010,12882400,HSG,5.35,610.0,2022,4,12
575,2022-12-14,12250,12490,11920,11970,14473000,HSG,-0.33,-40.0,2022,4,12
576,2022-12-15,11920,12300,11830,11970,9709700,HSG,0.0,0.0,2022,4,12
577,2022-12-16,11830,12770,11730,12770,33054200,HSG,6.68,800.0,2022,4,12
578,2022-12-19,13110,13620,12860,12960,26070100,HSG,1.49,190.0,2022,4,12
579,2022-12-20,12910,13340,12110,12960,30946800,HSG,0.0,0.0,2022,4,12
580,2022-12-21,13190,13390,12060,12440,20185800,HSG,-4.01,-520.0,2022,4,12
581,2022-12-22,12580,12770,11730,11870,13772500,HSG,-4.58,-570.0,2022,4,12
582,2022-12-23,11780,11780,11170,11170,14449800,HSG,-5.9,-700.0,2022,4,12
583,2022-12-26,11170,11170,10410,10410,14473200,HSG,-6.8,-760.0,2022,4,12
584,2022-12-27,10310,10590,10220,10500,5907300,HSG,0.86,90.0,2022,4,12
586,2022-12-28,11350,11540,11170,11250,8250000,HSG,1.17,130.0,2022,4,12
587,2022-12-29,11170,11450,10830,10920,7474700,HSG,-2.93,-330.0,2022,4,12
588,2022-12-30,11070,11300,10880,10920,5662900,HSG,0.0,0.0,2022,4,12
589,2023-01-03,11020,11680,11020,11680,8730300,HSG,6.96,760.0,2023,1,1
590,2023-01-04,12110,12200,11830,11970,10832400,HSG,2.48,290.0,2023,1,1
591,2023-01-05,12010,12490,11680,12490,14844200,HSG,4.34,520.0,2023,1,1
592,2023-01-06,12490,12680,11870,11970,12625000,HSG,-4.16,-520.0,2023,1,1
593,2023-01-09,12160,12350,11830,11830,8298400,HSG,-1.17,-140.0,2023,1,1
594,2023-01-10,11830,12490,11400,12160,13314800,HSG,2.79,330.0,2023,1,1
595,2023-01-11,12390,12910,12250,12390,14775000,HSG,1.89,230.0,2023,1,1
596,2023-01-12,12580,12580,12250,12490,8994000,HSG,0.81,100.0,2023,1,1
597,2023-01-13,12770,12820,12390,12390,8033700,HSG,-0.8,-100.0,2023,1,1
598,2023-01-16,12530,13150,12250,12960,17168300,HSG,4.6,570.0,2023,1,1
599,2023-01-17,13150,13860,13110,13860,20553300,HSG,6.94,900.0,2023,1,1
600,2023-01-18,14190,14280,13770,13770,14966100,HSG,-0.65,-90.0,2023,1,1
601,2023-01-19,13720,14190,13670,13770,16174100,HSG,0.0,0.0,2023,1,1
602,2023-01-27,13860,14280,13520,14140,13798700,HSG,2.69,370.0,2023,1,1
603,2023-01-30,14100,14850,13950,14140,17265900,HSG,0.0,0.0,2023,1,1
604,2023-01-31,14190,14660,14050,14660,15750400,HSG,3.68,520.0,2023,1,1
605,2023-02-01,14850,15330,13670,13860,31436800,HSG,-5.46,-800.0,2023,1,2
606,2023-02-02,14050,14190,13670,13720,15223800,HSG,-1.01,-140.0,2023,1,2
607,2023-02-03,13770,14190,13620,13900,10211800,HSG,1.31,180.0,2023,1,2
608,2023-02-06,13720,13900,13340,13770,10269900,HSG,-0.94,-130.0,2023,1,2
609,2023-02-07,13770,13950,12820,12820,26698600,HSG,-6.9,-950.0,2023,1,2
610,2023-02-08,12860,13670,12350,13670,14944500,HSG,6.63,850.0,2023,1,2
611,2023-02-09,13670,14000,13390,13480,9942200,HSG,-1.39,-190.0,2023,1,2
612,2023-02-10,13440,13810,13150,13620,12669000,HSG,1.04,140.0,2023,1,2
613,2023-02-13,13390,13620,12860,13620,11937500,HSG,0.0,0.0,2023,1,2
614,2023-02-14,13620,14280,13570,14050,15714800,HSG,3.16,430.0,2023,1,2
615,2023-02-15,14050,14520,13900,14280,18776500,HSG,1.64,230.0,2023,1,2
616,2023-02-16,14470,15040,14190,15000,31945800,HSG,5.04,720.0,2023,1,2
617,2023-02-17,15000,15090,14520,14660,16606800,HSG,-2.27,-340.0,2023,1,2
618,2023-02-20,14710,15330,14710,15330,21415600,HSG,4.57,670.0,2023,1,2
619,2023-02-21,15610,15610,14950,14950,21773900,HSG,-2.48,-380.0,2023,1,2
620,2023-02-22,14660,15510,14190,14190,36707500,HSG,-5.08,-760.0,2023,1,2
621,2023-02-23,14330,14950,13720,14950,23886000,HSG,5.36,760.0,2023,1,2
622,2023-02-24,14950,15090,14190,14380,13660800,HSG,-3.81,-570.0,2023,1,2
623,2023-02-27,14000,14190,13620,13620,20534100,HSG,-5.29,-760.0,2023,1,2
624,2023-02-28,14000,14100,13520,13770,9109700,HSG,1.1,150.0,2023,1,2
625,2023-03-01,13770,14710,13570,14710,17917500,HSG,6.83,940.0,2023,1,3
626,2023-03-02,14760,15000,14520,14660,12086100,HSG,-0.34,-50.0,2023,1,3
627,2023-03-03,14850,15280,14470,14470,25029700,HSG,-1.3,-190.0,2023,1,3
628,2023-03-06,14950,15090,14280,14520,11262000,HSG,0.35,50.0,2023,1,3
629,2023-03-07,14660,15420,14660,15230,24689500,HSG,4.89,710.0,2023,1,3
630,2023-03-08,15090,15380,15040,15380,18067000,HSG,0.98,150.0,2023,1,3
631,2023-03-09,15420,15790,15380,15380,27862400,HSG,0.0,0.0,2023,1,3
632,2023-03-10,15130,15560,14950,15510,25597300,HSG,0.85,130.0,2023,1,3
633,2023-03-13,15280,15710,15040,15330,19942400,HSG,-1.16,-180.0,2023,1,3
634,2023-03-14,15330,15330,14520,14710,25155000,HSG,-4.04,-620.0,2023,1,3
635,2023-03-15,15130,15660,15000,15660,18759400,HSG,6.46,950.0,2023,1,3
636,2023-03-16,15420,15610,15130,15230,15624200,HSG,-2.75,-430.0,2023,1,3
637,2023-03-17,15460,15560,15180,15330,15713300,HSG,0.66,100.0,2023,1,3
638,2023-03-20,15230,15460,14850,14850,13756300,HSG,-3.13,-480.0,2023,1,3
639,2023-03-21,15040,15330,14760,15230,8970900,HSG,2.56,380.0,2023,1,3
640,2023-03-22,15420,15420,15000,15040,8140600,HSG,-1.25,-190.0,2023,1,3
641,2023-03-23,14760,15280,14760,15040,7940500,HSG,0.0,0.0,2023,1,3
642,2023-03-24,15230,15330,15040,15090,8819000,HSG,0.33,50.0,2023,1,3
643,2023-03-27,15130,15610,14950,15460,17561900,HSG,2.45,370.0,2023,1,3
644,2023-03-28,15610,15710,15380,15420,10045200,HSG,-0.26,-40.0,2023,1,3
645,2023-03-29,15380,15940,15330,15610,20296400,HSG,1.23,190.0,2023,1,3
646,2023-03-30,15890,15990,15330,15420,18331000,HSG,-1.22,-190.0,2023,1,3
647,2023-03-31,15380,15510,14760,15330,24823300,HSG,-0.58,-90.0,2023,1,3
648,2023-04-03,15460,15510,15180,15420,12100800,HSG,0.59,90.0,2023,2,4
649,2023-04-04,15420,15610,15330,15460,13556900,HSG,0.26,40.0,2023,2,4
650,2023-04-05,15510,15840,15420,15790,13261000,HSG,2.13,330.0,2023,2,4
651,2023-04-06,15890,16170,15610,15710,20014100,HSG,-0.51,-80.0,2023,2,4
652,2023-04-07,15510,15660,15090,15330,14486400,HSG,-2.42,-380.0,2023,2,4
653,2023-04-10,15330,15460,14760,14800,21138200,HSG,-3.46,-530.0,2023,2,4
654,2023-04-11,14660,15040,14620,14950,9979800,HSG,1.01,150.0,2023,2,4
655,2023-04-12,14950,15090,14710,14710,8424000,HSG,-1.61,-240.0,2023,2,4
656,2023-04-13,14760,14850,14190,14380,11530600,HSG,-2.24,-330.0,2023,2,4
657,2023-04-14,14470,14800,14380,14570,10198500,HSG,1.32,190.0,2023,2,4
658,2023-04-17,14520,14900,14520,14800,4551400,HSG,1.58,230.0,2023,2,4
659,2023-04-18,14850,14950,14760,14850,5766500,HSG,0.34,50.0,2023,2,4
660,2023-04-19,14900,14950,14470,14470,5199800,HSG,-2.56,-380.0,2023,2,4
661,2023-04-20,14470,14660,14430,14570,2886700,HSG,0.69,100.0,2023,2,4
662,2023-04-21,14570,14570,13950,14280,7748400,HSG,-1.99,-290.0,2023,2,4
663,2023-04-24,14100,14240,13620,13810,7853300,HSG,-3.29,-470.0,2023,2,4
664,2023-04-25,13900,14380,13900,14140,6525100,HSG,2.39,330.0,2023,2,4
665,2023-04-26,14140,14850,14000,14850,12457300,HSG,5.02,710.0,2023,2,4
666,2023-04-27,14900,14950,14430,14470,10429000,HSG,-2.56,-380.0,2023,2,4
667,2023-04-28,14660,14760,14430,14760,7758100,HSG,2.0,290.0,2023,2,4
668,2023-05-04,14660,14950,14520,14710,8721500,HSG,-0.34,-50.0,2023,2,5
669,2023-05-05,14570,14950,14470,14710,10991400,HSG,0.0,0.0,2023,2,5
670,2023-05-08,14850,14900,14620,14710,7804800,HSG,0.0,0.0,2023,2,5
671,2023-05-09,14850,15380,14800,15130,17991700,HSG,2.86,420.0,2023,2,5
672,2023-05-10,15130,15230,14950,15130,8375900,HSG,0.0,0.0,2023,2,5
673,2023-05-11,15090,15510,15040,15280,16113000,HSG,0.99,150.0,2023,2,5
674,2023-05-12,15230,15710,15180,15460,14601700,HSG,1.18,180.0,2023,2,5
675,2023-05-15,15610,15610,15090,15130,17090300,HSG,-2.13,-330.0,2023,2,5
676,2023-05-16,15130,15230,14850,15000,8055600,HSG,-0.86,-130.0,2023,2,5
677,2023-05-17,14900,15000,14660,14660,11085200,HSG,-2.27,-340.0,2023,2,5
678,2023-05-18,14760,14850,14620,14660,8113000,HSG,0.0,0.0,2023,2,5
679,2023-05-19,14660,14900,14570,14710,5923600,HSG,0.34,50.0,2023,2,5
680,2023-05-22,14760,15420,14760,15230,19526500,HSG,3.54,520.0,2023,2,5
681,2023-05-23,15280,15420,15000,15040,14434000,HSG,-1.25,-190.0,2023,2,5
682,2023-05-24,15130,15230,14760,14760,16141300,HSG,-1.86,-280.0,2023,2,5
683,2023-05-25,14660,14900,14570,14660,13640300,HSG,-0.68,-100.0,2023,2,5
684,2023-05-26,14760,14760,14380,14520,14893400,HSG,-0.95,-140.0,2023,2,5
685,2023-05-29,14660,14850,14520,14850,9596100,HSG,2.27,330.0,2023,2,5
686,2023-05-30,14950,15130,14760,15000,13348100,HSG,1.01,150.0,2023,2,5
687,2023-05-31,14950,15000,14380,14570,36226900,HSG,-2.87,-430.0,2023,2,5
688,2023-06-01,14470,14520,14140,14380,15032800,HSG,-1.3,-190.0,2023,2,6
689,2023-06-02,14430,14850,14430,14660,15489300,HSG,1.95,280.0,2023,2,6
690,2023-06-05,14850,15130,14760,15000,24917400,HSG,2.32,340.0,2023,2,6
691,2023-06-06,15040,15330,14850,15230,18954200,HSG,1.53,230.0,2023,2,6
692,2023-06-07,15510,15990,15510,15840,28558500,HSG,4.01,610.0,2023,2,6
693,2023-06-08,15840,15990,15460,15460,22245500,HSG,-2.4,-380.0,2023,2,6
694,2023-06-09,15420,15710,15380,15660,14869800,HSG,1.29,200.0,2023,2,6
695,2023-06-12,15660,15760,15230,15610,16534200,HSG,-0.32,-50.0,2023,2,6
696,2023-06-13,15710,16370,15510,16270,28857200,HSG,4.23,660.0,2023,2,6
697,2023-06-14,16320,16320,15890,15890,14690500,HSG,-2.34,-380.0,2023,2,6
698,2023-06-15,15840,15940,15460,15660,19519300,HSG,-1.45,-230.0,2023,2,6
699,2023-06-16,15790,16079,15610,15610,22529200,HSG,-0.32,-50.0,2023,2,6
700,2023-06-19,15610,15660,15380,15380,8022300,HSG,-1.47,-230.0,2023,2,6
701,2023-06-20,15380,15710,15380,15710,6195000,HSG,2.15,330.0,2023,2,6
702,2023-06-21,15760,16219,15560,16219,20375900,HSG,3.24,509.0,2023,2,6
703,2023-06-22,16320,16600,16079,16460,24480000,HSG,1.49,241.0,2023,2,6
704,2023-06-23,16510,16700,16320,16410,18813300,HSG,-0.3,-50.0,2023,2,6
